date,sales
2021-04-16,9245.0
2021-04-17,9435.0
2021-04-18,8890.0
2021-04-19,8870.0
2021-04-20,8910.0
2021-04-21,9020.0
2021-04-22,9180.0
2021-04-23,8670.0
2021-04-24,8935.0
2021-04-25,9290.0
2021-04-26,8965.0
2021-04-27,8595.0
2021-04-28,9015.0
2021-04-29,8500.0
2021-04-30,8970.0
2021-05-01,9055.0
2021-05-02,9170.0
2021-05-03,8970.0
2021-05-04,9175.0
2021-05-05,9060.0
2021-05-06,8540.0
2021-05-07,8930.0
2021-05-08,8825.0
2021-05-09,8685.0
2021-05-10,9300.0
2021-05-11,8650.0
2021-05-12,8960.0
2021-05-13,8870.0
2021-05-14,8965.0
2021-05-15,8830.0
2021-05-16,8560.0
2021-05-17,8965.0
2021-05-18,9325.0
2021-05-19,8895.0
2021-05-20,8600.0
2021-05-21,9225.0
2021-05-22,9360.0
2021-05-23,8785.0
2021-05-24,8780.0
2021-05-25,8425.0
2021-05-26,8810.0
2021-05-27,8845.0
2021-05-28,8745.0
2021-05-29,8720.0
2021-05-30,9400.0
2021-05-31,8840.0
2021-06-01,8860.0
2021-06-02,8385.0
2021-06-03,9075.0
2021-06-04,9155.0
2021-06-05,9155.0
2021-06-06,8905.0
2021-06-07,8840.0
2021-06-08,8895.0
2021-06-09,9675.0
2021-06-10,9200.0
2021-06-11,9125.0
2021-06-12,9105.0
2021-06-13,8880.0
2021-06-14,9255.0
2021-06-15,8375.0
2021-06-16,9140.0
2021-06-17,8900.0
2021-06-18,9035.0
2021-06-19,8635.0
2021-06-20,9095.0
2021-06-21,9060.0
2021-06-22,8655.0
2021-06-23,9090.0
2021-06-24,8660.0
2021-06-25,8820.0
2021-06-26,8590.0
2021-06-27,8770.0
2021-06-28,8470.0
2021-06-29,9055.0
2021-06-30,8820.0
2021-07-01,8890.0
2021-07-02,9400.0
2021-07-03,9025.0
2021-07-04,9270.0
2021-07-05,8790.0
2021-07-06,8965.0
2021-07-07,9395.0
2021-07-08,8920.0
2021-07-09,8530.0
2021-07-10,8935.0
2021-07-11,9025.0
2021-07-12,8275.0
2021-07-13,8535.0
2021-07-14,8950.0
2021-07-15,9305.0
2021-07-16,8650.0
2021-07-17,8800.0
2021-07-18,9100.0
2021-07-19,8710.0
2021-07-20,9650.0
2021-07-21,8895.0
2021-07-22,9075.0
2021-07-23,8725.0
2021-07-24,8735.0
2021-07-25,9120.0
2021-07-26,9330.0
2021-07-27,9285.0
2021-07-28,8985.0
2021-07-29,8845.0
2021-07-30,8605.0
2021-07-31,8740.0
2021-08-01,8555.0
2021-08-02,9245.0
2021-08-03,8990.0
2021-08-04,9010.0
2021-08-05,8830.0
2021-08-06,8875.0
2021-08-07,8985.0
2021-08-08,9470.0
2021-08-09,8850.0
2021-08-10,8925.0
2021-08-11,8925.0
2021-08-12,9095.0
2021-08-13,9425.0
2021-08-14,8580.0
2021-08-15,9155.0
2021-08-16,8450.0
2021-08-17,9405.0
2021-08-18,9335.0
2021-08-19,9170.0
2021-08-20,8840.0
2021-08-21,8865.0
2021-08-22,8825.0
2021-08-23,8385.0
2021-08-24,8985.0
2021-08-25,8410.0
2021-08-26,9170.0
2021-08-27,8615.0
2021-08-28,9480.0
2021-08-29,9345.0
2021-08-30,8540.0
2021-08-31,8830.0
2021-09-01,9185.0
2021-09-02,8980.0
2021-09-03,8790.0
2021-09-04,8715.0
2021-09-05,8920.0
2021-09-06,9165.0
2021-09-07,8700.0
2021-09-08,9830.0
2021-09-09,8665.0
2021-09-10,8825.0
2021-09-11,8580.0
2021-09-12,9575.0
2021-09-13,9760.0
2021-09-14,9135.0
2021-09-15,8865.0
2021-09-16,8870.0
2021-09-17,9255.0
2021-09-18,9415.0
2021-09-19,9210.0
2021-09-20,9240.0
2021-09-21,9530.0
2021-09-22,8810.0
2021-09-23,9425.0
2021-09-24,9155.0
2021-09-25,9030.0
2021-09-26,8910.0
2021-09-27,8710.0
2021-09-28,8705.0
2021-09-29,8945.0
2021-09-30,8620.0
2021-10-01,9270.0
2021-10-02,8785.0
2021-10-03,8650.0
2021-10-04,9065.0
2021-10-05,8825.0
2021-10-06,9005.0
2021-10-07,8880.0
2021-10-08,8945.0
2021-10-09,8650.0
2021-10-10,9450.0
2021-10-11,8750.0
2021-10-12,8280.0
2021-10-13,9235.0
2021-10-14,8935.0
2021-10-15,9130.0
2021-10-16,9385.0
2021-10-17,8795.0
2021-10-18,8570.0
2021-10-19,8975.0
2021-10-20,8950.0
2021-10-21,8780.0
2021-10-22,8955.0
2021-10-23,9155.0
2021-10-24,9025.0
2021-10-25,9130.0
2021-10-26,9370.0
2021-10-27,8830.0
2021-10-28,9135.0
2021-10-29,8870.0
2021-10-30,9140.0
2021-10-31,9135.0
2021-11-01,9295.0
2021-11-02,8745.0
2021-11-03,8710.0
2021-11-04,8550.0
2021-11-05,9435.0
2021-11-06,8805.0
2021-11-07,8765.0
2021-11-08,8525.0
2021-11-09,8850.0
2021-11-10,8965.0
2021-11-11,8790.0
2021-11-12,9015.0
2021-11-13,9155.0
2021-11-14,9395.0
2021-11-15,9180.0
2021-11-16,9325.0
2021-11-17,8720.0
2021-11-18,8755.0
2021-11-19,9140.0
2021-11-20,9150.0
2021-11-21,9005.0
2021-11-22,8840.0
2021-11-23,9025.0
2021-11-24,8505.0
2021-11-25,9625.0
2021-11-26,8790.0
2021-11-27,8920.0
2021-11-28,9260.0
2021-11-29,9120.0
2021-11-30,9170.0
2021-12-01,8895.0
2021-12-02,9160.0
2021-12-03,8945.0
2021-12-04,8495.0
2021-12-05,9030.0
2021-12-06,9015.0
2021-12-07,8955.0
2021-12-08,8905.0
2021-12-09,9100.0
2021-12-10,9315.0
2021-12-11,9065.0
2021-12-12,8810.0
2021-12-13,8650.0
2021-12-14,9485.0
2021-12-15,9500.0
2021-12-16,9495.0
2021-12-17,8755.0
2021-12-18,9190.0
2021-12-19,8990.0
2021-12-20,8870.0
2021-12-21,9115.0
2021-12-22,8375.0
2021-12-23,8995.0
2021-12-24,8985.0
2021-12-25,8895.0
2021-12-26,9465.0
2021-12-27,8840.0
2021-12-28,9075.0
2021-12-29,9340.0
2021-12-30,9410.0
2021-12-31,8840.0
2022-01-01,8970.0
2022-01-02,8470.0
2022-01-03,8695.0
2022-01-04,8440.0
2022-01-05,9140.0
2022-01-06,8800.0
2022-01-07,8430.0
2022-01-08,9080.0
2022-01-09,9180.0
2022-01-10,9015.0
2022-01-11,8525.0
2022-01-12,8905.0
2022-01-13,9290.0
2022-01-14,8800.0
2022-01-15,8510.0
2022-01-16,9165.0
2022-01-17,8475.0
2022-01-18,8350.0
2022-01-19,8800.0
2022-01-20,9220.0
2022-01-21,9440.0
2022-01-22,9295.0
2022-01-23,8955.0
2022-01-24,9350.0
2022-01-25,9430.0
2022-01-26,8965.0
2022-01-27,9055.0
2022-01-28,9480.0
2022-01-29,9205.0
2022-01-30,9100.0
2022-01-31,8515.0
2022-02-01,9540.0
2022-02-02,9455.0
2022-02-03,8515.0
2022-02-04,8450.0
2022-02-05,8435.0
2022-02-06,8850.0
2022-02-07,8955.0
2022-02-08,9495.0
2022-02-09,9205.0
2022-02-10,9100.0
2022-02-11,9170.0
2022-02-12,8930.0
2022-02-13,9560.0
2022-02-14,9115.0
